SD_SYMBOL_ID,SD_SYMBOL,SD_TRADE_DATE,SD_OPEN,SD_CLOSE,SD_HIGH,SD_LOW,SD_ADJ_CLOSE,SD_TXN_VOLUME
3080,KOTAKBANK,2024-05-07,1628.70,1643.90,1647.35,1618.00,1643.90,9866785
3081,KOTAKBANK,2024-05-08,1640.00,1648.35,1657.45,1636.10,1648.35,9853753
3082,KOTAKBANK,2024-05-09,1648.00,1643.10,1661.85,1637.00,1643.10,4656044
3083,KOTAKBANK,2024-05-10,1643.00,1627.95,1653.10,1615.90,1627.95,11769402
3084,KOTAKBANK,2024-05-13,1627.00,1641.20,1643.65,1616.00,1641.20,5839248
3085,KOTAKBANK,2024-05-14,1642.00,1646.30,1650.00,1632.50,1646.30,4282026
3086,KOTAKBANK,2024-05-15,1649.70,1650.80,1654.00,1637.05,1650.80,5260900
3087,KOTAKBANK,2024-05-16,1655.00,1672.05,1675.00,1647.20,1672.05,6998357
3088,KOTAKBANK,2024-05-17,1674.00,1696.55,1705.65,1665.00,1696.55,9617451
3089,KOTAKBANK,2024-05-21,1692.00,1698.25,1715.00,1690.00,1698.25,5810167
3090,KOTAKBANK,2024-05-22,1702.80,1699.55,1704.95,1681.10,1699.55,6058697
3091,KOTAKBANK,2024-05-23,1700.00,1709.05,1713.60,1697.05,1709.05,5681295
3092,KOTAKBANK,2024-05-24,1711.00,1703.45,1717.85,1694.70,1703.45,4936177
3093,KOTAKBANK,2024-05-27,1703.45,1711.00,1722.00,1702.50,1711.00,3454287
3094,KOTAKBANK,2024-05-28,1712.30,1703.65,1716.00,1698.00,1703.65,3716141
3095,KOTAKBANK,2024-05-29,1698.00,1687.85,1710.90,1682.20,1687.85,4952472
3096,KOTAKBANK,2024-05-30,1684.35,1690.10,1707.60,1683.00,1690.10,5580489
3097,KOTAKBANK,2024-05-31,1703.00,1680.40,1703.00,1660.55,1680.40,12804476
3098,KOTAKBANK,2024-06-03,1721.45,1718.05,1738.85,1700.10,1718.05,9801071
3099,KOTAKBANK,2024-06-04,1703.25,1637.95,1715.50,1602.45,1637.95,15229468
3100,KOTAKBANK,2024-06-05,1662.55,1718.10,1724.75,1645.00,1718.10,14426318
3101,KOTAKBANK,2024-06-06,1721.00,1734.70,1738.50,1703.80,1734.70,6359901
3102,KOTAKBANK,2024-06-07,1730.05,1753.70,1758.65,1722.00,1753.70,4608146
3103,KOTAKBANK,2024-06-10,1750.10,1745.65,1773.45,1736.15,1745.65,4848044
3104,KOTAKBANK,2024-06-11,1746.60,1720.00,1747.20,1717.10,1720.00,4105647
3105,KOTAKBANK,2024-06-12,1720.10,1715.75,1734.00,1712.90,1715.75,5881576
3106,KOTAKBANK,2024-06-13,1731.40,1726.35,1737.55,1719.00,1726.35,6016145
3107,KOTAKBANK,2024-06-14,1723.00,1717.20,1734.90,1710.40,1717.20,3153666
3108,LT,2024-01-01,3538.00,3525.45,3538.00,3496.05,3525.45,777080
3109,LT,2024-01-02,3525.05,3438.10,3525.45,3432.00,3438.10,1511464
3110,LT,2024-01-03,3433.00,3440.35,3465.85,3411.60,3440.35,1283859
3111,LT,2024-01-04,3441.05,3458.70,3480.10,3423.00,3458.70,1651616
3112,LT,2024-01-05,3464.95,3521.90,3555.00,3460.00,3521.90,2069018
3113,LT,2024-01-08,3540.00,3501.10,3559.95,3490.00,3501.10,1993855
3114,LT,2024-01-09,3527.45,3555.95,3593.75,3520.10,3555.95,1807271
3115,LT,2024-01-10,3549.95,3545.50,3558.95,3520.00,3545.50,1534821
3116,LT,2024-01-11,3545.50,3504.85,3559.55,3500.55,3504.85,1105348
3117,LT,2024-01-12,3505.05,3568.80,3578.65,3494.05,3568.80,1782631
3118,LT,2024-01-15,3576.10,3543.05,3605.70,3538.05,3543.05,1783518
3119,LT,2024-01-16,3548.00,3573.50,3589.00,3538.00,3573.50,1791818
3120,LT,2024-01-17,3555.00,3570.95,3614.45,3547.70,3570.95,2699076
3121,LT,2024-01-18,3570.80,3596.00,3616.95,3525.00,3596.00,2148898
3122,LT,2024-01-19,3603.00,3646.00,3655.85,3603.00,3646.00,1913923
3123,LT,2024-01-23,3637.60,3551.00,3661.35,3536.20,3551.00,1742142
3124,LT,2024-01-24,3570.00,3589.20,3617.95,3521.70,3589.20,3711521
3125,LT,2024-01-25,3599.90,3593.45,3618.25,3564.80,3593.45,2206540
3126,LT,2024-01-29,3604.00,3708.00,3733.85,3600.10,3708.00,2072982
3127,LT,2024-01-30,3715.95,3633.30,3737.90,3624.90,3633.30,1454989
3128,LT,2024-01-31,3520.00,3479.75,3538.00,3387.05,3479.75,9637606
3129,LT,2024-02-01,3480.00,3398.00,3493.75,3371.00,3398.00,6149780
3130,LT,2024-02-02,3402.70,3376.05,3436.35,3361.00,3376.05,7579802
3131,LT,2024-02-05,3375.50,3341.75,3407.95,3318.45,3341.75,2954238
3132,LT,2024-02-06,3346.00,3424.25,3427.75,3337.55,3424.25,2545192
3133,LT,2024-02-07,3445.00,3394.70,3447.00,3389.00,3394.70,2099940
3134,LT,2024-02-08,3413.00,3335.50,3417.80,3293.85,3335.50,3471727
3135,LT,2024-02-09,3336.25,3324.55,3390.00,3308.95,3324.55,3121873
3136,LT,2024-02-12,3330.00,3299.55,3339.15,3287.00,3299.55,1922273
3137,LT,2024-02-13,3312.00,3321.50,3338.55,3284.10,3321.50,2151493
3138,LT,2024-02-14,3290.05,3309.00,3316.95,3263.05,3309.00,2502138
3139,LT,2024-02-15,3309.00,3300.30,3321.95,3290.20,3300.30,1999189
3140,LT,2024-02-16,3304.95,3386.75,3398.00,3304.05,3386.75,2768329
3141,LT,2024-02-19,3400.55,3339.85,3408.00,3335.50,3339.85,1216447
3142,LT,2024-02-20,3339.85,3356.75,3367.75,3328.45,3356.75,1578162
3143,LT,2024-02-21,3356.90,3296.40,3356.90,3290.05,3296.40,2430672
3144,LT,2024-02-22,3310.00,3363.75,3369.00,3276.95,3363.75,2521388
3145,LT,2024-02-23,3363.75,3387.95,3399.90,3340.75,3387.95,2107176
3146,LT,2024-02-26,3400.00,3470.15,3491.65,3393.00,3470.15,4122419
3147,LT,2024-02-27,3475.00,3506.45,3512.00,3451.90,3506.45,2122286
3148,LT,2024-02-28,3505.00,3470.20,3513.00,3446.15,3470.20,1666903
3149,LT,2024-02-29,3485.00,3477.55,3496.00,3436.45,3477.55,2119512
3150,LT,2024-03-01,3501.65,3633.50,3658.35,3500.00,3633.50,4407803
3151,LT,2024-03-04,3670.00,3644.45,3679.80,3622.05,3644.45,1307501
3152,LT,2024-03-05,3631.20,3612.60,3644.45,3590.30,3612.60,1981370
3153,LT,2024-03-06,3618.00,3642.20,3652.45,3586.05,3642.20,1500196
3154,LT,2024-03-07,3660.75,3676.95,3705.15,3643.25,3676.95,2344401
3155,LT,2024-03-11,3700.00,3640.60,3700.00,3631.45,3640.60,1748541
3156,LT,2024-03-12,3639.05,3621.65,3672.00,3613.15,3621.65,1470377
3157,LT,2024-03-13,3634.90,3538.55,3636.80,3511.90,3538.55,2503293
3158,LT,2024-03-14,3527.05,3608.20,3636.00,3522.00,3608.20,4528490
3159,LT,2024-03-15,3598.00,3537.15,3603.00,3524.05,3537.15,4054210
3160,LT,2024-03-18,3537.15,3561.20,3572.20,3526.70,3561.20,1354787
3161,LT,2024-03-19,3541.00,3501.70,3549.50,3481.00,3501.70,1447405
3162,LT,2024-03-20,3502.75,3509.70,3524.95,3487.75,3509.70,1442811
3163,LT,2024-03-21,3525.15,3560.00,3596.00,3525.15,3560.00,2504962
3164,LT,2024-03-22,3546.20,3617.80,3647.30,3546.20,3617.80,3020545
3165,LT,2024-03-26,3605.00,3670.10,3676.90,3600.00,3670.10,2320963
3166,LT,2024-03-27,3683.00,3706.40,3727.20,3670.10,3706.40,2387693
3167,LT,2024-03-28,3706.55,3763.90,3813.35,3697.55,3763.90,4278668
3168,LT,2024-04-01,3780.85,3838.00,3851.85,3780.85,3838.00,1905190
3169,LT,2024-04-02,3849.80,3807.40,3860.00,3771.25,3807.40,3608162
3170,LT,2024-04-03,3799.70,3782.45,3799.70,3770.15,3782.45,1684618
3171,LT,2024-04-04,3804.90,3797.85,3819.75,3731.05,3797.85,2339529
3172,LT,2024-04-05,3770.10,3743.10,3790.00,3716.25,3743.10,1645597
3173,LT,2024-04-08,3745.00,3807.85,3819.80,3743.10,3807.85,1083395
3174,LT,2024-04-09,3820.00,3785.25,3827.95,3775.00,3785.25,1997057
3175,LT,2024-04-10,3800.00,3753.20,3800.00,3750.10,3753.20,1951581
3176,LT,2024-04-12,3749.95,3679.25,3802.10,3663.50,3679.25,3437544
3177,LT,2024-04-15,3626.05,3600.80,3679.85,3586.20,3600.80,1719910
3178,LT,2024-04-16,3580.05,3543.45,3598.15,3529.45,3543.45,2291042
3179,LT,2024-04-18,3561.95,3550.95,3617.65,3539.70,3550.95,3273257
3180,LT,2024-04-19,3525.00,3518.35,3542.90,3472.40,3518.35,2759031
3181,LT,2024-04-22,3568.75,3612.70,3620.00,3540.95,3612.70,2605754
3182,LT,2024-04-23,3632.75,3610.15,3632.75,3588.00,3610.15,1434580
3183,LT,2024-04-24,3616.55,3634.85,3654.95,3601.10,3634.85,1501234
3184,LT,2024-04-25,3616.10,3652.30,3666.00,3611.60,3652.30,2420380
3185,LT,2024-04-26,3652.00,3605.20,3660.90,3585.00,3605.20,1973113
3186,LT,2024-04-29,3606.10,3634.30,3649.90,3605.20,3634.30,1396979
3187,LT,2024-04-30,3639.00,3594.30,3648.95,3584.05,3594.30,1571996
3188,LT,2024-05-02,3590.05,3599.50,3634.15,3576.05,3599.50,3748847
3189,LT,2024-05-03,3610.00,3499.80,3622.00,3488.45,3499.80,4079696
3190,LT,2024-05-06,3522.80,3463.30,3527.00,3441.10,3463.30,2614667
3191,LT,2024-05-07,3479.40,3427.75,3496.00,3425.00,3427.75,3376013
3192,LT,2024-05-08,3429.00,3486.85,3497.40,3367.80,3486.85,4116670
3193,LT,2024-05-09,3312.75,3275.45,3377.00,3266.65,3275.45,12120574
3194,LT,2024-05-10,3281.60,3271.45,3306.15,3234.60,3271.45,4132191
3195,LT,2024-05-13,3267.05,3293.85,3315.00,3225.20,3293.85,3557067
3196,LT,2024-05-14,3300.00,3379.45,3384.90,3293.40,3379.45,2870328
3197,LT,2024-05-15,3390.00,3411.30,3417.40,3353.15,3411.30,2718682
3198,LT,2024-05-16,3428.95,3460.60,3468.50,3378.70,3460.60,3398714
3199,LT,2024-05-17,3475.95,3450.75,3475.95,3412.15,3450.75,2676919
3200,LT,2024-05-21,3458.00,3440.95,3470.30,3434.00,3440.95,2100848
3201,LT,2024-05-22,3450.05,3460.85,3472.70,3435.05,3460.85,1409992
3202,LT,2024-05-23,3460.90,3585.40,3601.65,3455.00,3585.40,4525637
3203,LT,2024-05-24,3586.00,3625.90,3659.00,3582.30,3625.90,2740360
3204,LT,2024-05-27,3644.90,3652.00,3695.00,3600.00,3652.00,2570708
3205,LT,2024-05-28,3652.00,3658.20,3685.25,3646.05,3658.20,1440187
3206,LT,2024-05-29,3611.00,3634.80,3661.85,3610.35,3634.80,1506146
3207,LT,2024-05-30,3626.05,3634.70,3643.95,3607.75,3634.70,2701849
3208,LT,2024-05-31,3636.40,3669.30,3744.80,3636.40,3669.30,6432341
3209,LT,2024-06-03,3855.40,3897.15,3919.90,3801.10,3897.15,5767666
3210,LT,2024-06-04,3852.00,3403.20,3898.00,3320.00,3403.20,9920882
3211,LT,2024-06-05,3441.50,3409.00,3441.50,3175.05,3409.00,10372458
3212,LT,2024-06-06,3438.00,3482.55,3538.20,3385.30,3482.55,8374602
3213,LT,2024-06-07,3465.05,3532.50,3548.00,3446.00,3532.50,5879660
3214,LT,2024-06-10,3521.05,3543.75,3585.00,3521.05,3543.75,3151257
3215,LT,2024-06-11,3570.00,3598.70,3639.00,3551.20,3598.70,2548176
3216,LT,2024-06-12,3615.00,3630.30,3648.95,3578.00,3630.30,2242274
3217,LT,2024-06-13,3665.50,3703.65,3715.90,3635.00,3703.65,2965500
3218,LT,2024-06-14,3718.00,3687.80,3720.00,3675.00,3687.80,1746508
3219,LTIM,2024-01-01,6308.80,6261.90,6318.75,6240.00,6261.90,166927
3220,LTIM,2024-01-02,6230.00,6144.00,6284.00,6123.45,6144.00,475149
3221,LTIM,2024-01-03,6110.00,5961.05,6113.25,5955.00,5961.05,421251
3222,LTIM,2024-01-04,5963.00,5866.40,6020.00,5851.70,5866.40,618173
3223,LTIM,2024-01-05,5945.00,5947.65,6010.00,5902.00,5947.65,429330
3224,LTIM,2024-01-08,5988.00,5845.60,5988.00,5835.05,5845.60,193870
3225,LTIM,2024-01-09,5915.00,5909.40,5957.90,5875.00,5909.40,351316
3226,LTIM,2024-01-10,5915.00,5947.50,5957.50,5885.00,5947.50,259576
3227,LTIM,2024-01-11,5978.35,5959.95,5998.90,5913.05,5959.95,232299
3228,LTIM,2024-01-12,6025.60,6237.05,6245.00,6015.00,6237.05,899942
3229,LTIM,2024-01-15,6237.05,6237.05,6237.05,6237.05,6237.05,0
3230,LTIM,2024-01-16,6290.00,6235.90,6299.95,6193.90,6235.90,255823
3231,LTIM,2024-01-17,6195.00,6275.60,6324.00,6150.00,6275.60,472635
3232,LTIM,2024-01-18,5700.00,5603.00,5790.00,5411.75,5603.00,2798324
3233,LTIM,2024-01-19,5689.00,5652.15,5697.20,5582.00,5652.15,974885
3234,LTIM,2024-01-23,5630.00,5638.50,5724.00,5580.00,5638.50,754748
3235,LTIM,2024-01-24,5650.35,5619.55,5718.90,5598.05,5619.55,729576
3236,LTIM,2024-01-25,5650.00,5494.65,5650.00,5457.30,5494.65,911916
3237,LTIM,2024-01-29,5497.00,5448.35,5514.10,5400.00,5448.35,772171
3238,LTIM,2024-01-30,5495.00,5352.80,5524.70,5345.05,5352.80,830778
3239,LTIM,2024-01-31,5351.00,5448.55,5466.45,5310.30,5448.55,536486
3240,LTIM,2024-02-01,5430.00,5364.65,5434.00,5342.00,5364.65,495519
3241,LTIM,2024-02-02,5375.05,5485.85,5541.00,5375.05,5485.85,593677
3242,LTIM,2024-02-05,5540.00,5438.45,5540.00,5425.65,5438.45,301000
3243,LTIM,2024-02-06,5430.50,5470.30,5506.85,5391.35,5470.30,836565
3244,LTIM,2024-02-07,5500.00,5447.90,5518.95,5439.00,5447.90,354265
3245,LTIM,2024-02-08,5455.95,5420.80,5490.00,5401.10,5420.80,380430
3246,LTIM,2024-02-09,5470.00,5453.30,5470.00,5362.00,5453.30,196922
3247,LTIM,2024-02-12,5469.95,5516.50,5548.00,5464.55,5516.50,421078
3248,LTIM,2024-02-13,5515.95,5557.15,5575.00,5469.20,5557.15,256808
3249,LTIM,2024-02-14,5479.95,5505.15,5517.00,5404.65,5505.15,332342
3250,LTIM,2024-02-15,5575.55,5522.30,5590.00,5511.05,5522.30,226420
3251,LTIM,2024-02-16,5567.00,5580.40,5594.95,5495.35,5580.40,319063
3252,LTIM,2024-02-19,5566.00,5514.05,5589.00,5509.90,5514.05,156372
3253,LTIM,2024-02-20,5528.90,5504.35,5590.00,5481.45,5504.35,413919
3254,LTIM,2024-02-21,5500.00,5420.10,5516.10,5407.10,5420.10,567794
3255,LTIM,2024-02-22,5498.00,5486.75,5506.30,5406.05,5486.75,536659
3256,LTIM,2024-02-23,5546.00,5542.65,5555.15,5510.00,5542.65,310531
3257,LTIM,2024-02-26,5537.90,5466.15,5537.90,5444.05,5466.15,227438
3258,LTIM,2024-02-27,5465.00,5442.70,5508.10,5401.00,5442.70,321866
3259,LTIM,2024-02-28,5449.00,5409.95,5466.00,5380.00,5409.95,263858
3260,LTIM,2024-02-29,5412.00,5300.85,5429.95,5267.00,5300.85,513879
3261,LTIM,2024-03-01,5315.00,5273.55,5348.45,5257.00,5273.55,565313
3262,LTIM,2024-03-04,5300.00,5216.85,5319.85,5209.55,5216.85,456225
3263,LTIM,2024-03-05,5209.85,5131.55,5219.45,5115.00,5131.55,549757
3264,LTIM,2024-03-06,5149.95,5164.20,5179.35,5073.25,5164.20,608117
3265,LTIM,2024-03-07,5178.85,5122.70,5201.95,5108.00,5122.70,461048
3266,LTIM,2024-03-11,5118.00,5123.00,5133.00,5057.00,5123.00,343534
3267,LTIM,2024-03-12,5143.00,5209.20,5219.25,5123.00,5209.20,493480
3268,LTIM,2024-03-13,5231.75,5195.00,5275.20,5160.15,5195.00,617665
3269,LTIM,2024-03-14,5184.95,5264.20,5272.15,5112.80,5264.20,414994
3270,LTIM,2024-03-15,5248.05,5194.35,5249.95,5170.00,5194.35,571117
3271,LTIM,2024-03-18,5200.00,5167.45,5219.95,5150.00,5167.45,189164
3272,LTIM,2024-03-19,5167.00,5105.70,5178.10,5076.20,5105.70,487996
3273,LTIM,2024-03-20,5115.10,5101.05,5158.65,5070.85,5101.05,229758
3274,LTIM,2024-03-21,5160.00,5159.90,5193.00,5130.30,5159.90,374029
3275,LTIM,2024-03-22,5044.95,5005.00,5078.00,4945.05,5005.00,846359
3276,LTIM,2024-03-26,5005.00,4975.20,5045.35,4964.00,4975.20,388110
3277,LTIM,2024-03-27,4980.00,4927.50,5002.90,4915.00,4927.50,517721
3278,LTIM,2024-03-28,4935.95,4938.40,4967.40,4908.05,4938.40,1169945
3279,LTIM,2024-04-01,4955.00,4882.60,4979.75,4866.10,4882.60,626289
3280,LTIM,2024-04-02,4881.90,4900.75,4917.95,4866.65,4900.75,454393
3281,LTIM,2024-04-03,4900.75,4869.30,4933.00,4864.05,4869.30,545022
3282,LTIM,2024-04-04,4901.95,4935.20,4967.65,4866.10,4935.20,791246
3283,LTIM,2024-04-05,4945.00,4927.50,4945.00,4893.00,4927.50,340663
3284,LTIM,2024-04-08,4940.00,4897.40,4956.00,4883.00,4897.40,376850
3285,LTIM,2024-04-09,4936.00,4892.65,4973.10,4880.00,4892.65,330892
3286,LTIM,2024-04-10,4918.75,4918.35,4927.05,4875.35,4918.35,271550
3287,LTIM,2024-04-12,4916.00,4888.90,4953.00,4880.05,4888.90,218620
3288,LTIM,2024-04-15,4855.00,4815.15,4891.45,4800.30,4815.15,335329
3289,LTIM,2024-04-16,4786.95,4662.85,4786.95,4650.05,4662.85,1337626
3290,LTIM,2024-04-18,4722.90,4697.15,4756.85,4677.00,4697.15,638832
3291,LTIM,2024-04-19,4650.00,4660.55,4672.60,4596.35,4660.55,375613
3292,LTIM,2024-04-22,4699.00,4676.20,4700.00,4633.00,4676.20,270101
3293,LTIM,2024-04-23,4680.10,4723.40,4741.30,4680.10,4723.40,298146
3294,LTIM,2024-04-24,4740.05,4726.80,4754.25,4709.60,4726.80,489912
3295,LTIM,2024-04-25,4659.95,4634.70,4687.75,4591.50,4634.70,1495381
3296,LTIM,2024-04-26,4640.50,4788.05,4823.55,4639.70,4788.05,757962
3297,LTIM,2024-04-29,4801.10,4743.95,4809.95,4715.20,4743.95,338991
3298,LTIM,2024-04-30,4750.00,4706.40,4778.60,4699.95,4706.40,362707
3299,LTIM,2024-05-02,4714.95,4692.70,4748.45,4675.55,4692.70,423233
3300,LTIM,2024-05-03,4705.05,4651.95,4723.75,4640.55,4651.95,399976
3301,LTIM,2024-05-06,4675.00,4703.95,4739.00,4660.00,4703.95,232694
3302,LTIM,2024-05-07,4710.05,4699.40,4729.00,4652.00,4699.40,283096
3303,LTIM,2024-05-08,4725.00,4713.80,4728.85,4675.65,4713.80,249942
3304,LTIM,2024-05-09,4717.00,4658.00,4727.70,4627.55,4658.00,576158
3305,LTIM,2024-05-10,4649.95,4607.65,4649.95,4565.60,4607.65,315816
3306,LTIM,2024-05-13,4607.80,4593.55,4628.90,4565.50,4593.55,242264
3307,LTIM,2024-05-14,4599.85,4634.85,4670.05,4589.95,4634.85,156781
3308,LTIM,2024-05-15,4648.95,4649.30,4675.95,4633.00,4649.30,246664
3309,LTIM,2024-05-16,4665.95,4771.20,4785.90,4665.95,4771.20,612681
3310,LTIM,2024-05-17,4785.00,4764.30,4790.00,4725.00,4764.30,383213
3311,LTIM,2024-05-21,4750.00,4730.75,4780.50,4711.00,4730.75,380590
3312,LTIM,2024-05-22,4740.00,4775.75,4805.00,4722.50,4775.75,276807
3313,LTIM,2024-05-23,4780.00,4831.30,4848.95,4780.00,4831.30,491869
3314,LTIM,2024-05-24,4843.00,4839.75,4860.00,4821.50,4839.75,233454
3315,LTIM,2024-05-27,4849.95,4892.05,4915.20,4826.70,4892.05,429985
3316,LTIM,2024-05-28,4915.00,4885.95,4933.45,4855.20,4885.95,321798
3317,LTIM,2024-05-29,4885.00,4880.80,4892.90,4830.05,4880.80,209717
3318,LTIM,2024-05-30,4849.95,4773.15,4870.70,4748.00,4773.15,393085
3319,LTIM,2024-05-31,4769.90,4701.90,4775.65,4680.00,4701.90,965092
3320,LTIM,2024-06-03,4825.00,4649.40,4825.00,4639.80,4649.40,448138
3321,LTIM,2024-06-04,4649.50,4630.65,4675.95,4513.55,4630.65,683878
3322,LTIM,2024-06-05,4634.95,4688.85,4774.00,4630.65,4688.85,457063
3323,LTIM,2024-06-06,4740.00,4800.25,4819.00,4703.00,4800.25,622901
3324,LTIM,2024-06-07,4825.00,4977.20,5007.95,4820.00,4977.20,1002806
3325,LTIM,2024-06-10,4977.25,4903.45,4978.80,4865.00,4903.45,428520
3326,LTIM,2024-06-11,4924.75,4903.55,4946.35,4890.30,4903.55,268670
3327,LTIM,2024-06-12,4960.65,4951.10,5024.00,4936.05,4951.10,705428
3328,LTIM,2024-06-13,4996.05,5047.20,5092.15,4971.05,5047.20,739500
3329,LTIM,2024-06-14,5047.20,5032.55,5070.20,4995.25,5032.55,278048
3330,M&M,2024-01-01,1729.40,1703.30,1730.00,1699.00,1703.30,1307485
3331,M&M,2024-01-02,1703.60,1656.20,1705.00,1649.45,1656.20,2857334
3332,M&M,2024-01-03,1672.00,1655.25,1678.20,1648.05,1655.25,1927812
3333,M&M,2024-01-04,1666.90,1641.70,1674.45,1638.20,1641.70,2835768
3334,M&M,2024-01-05,1647.95,1642.00,1661.50,1636.50,1642.00,1709313
3335,M&M,2024-01-08,1648.15,1616.15,1653.40,1606.10,1616.15,1492195
3336,M&M,2024-01-09,1625.00,1629.90,1636.80,1615.00,1629.90,2542484
3337,M&M,2024-01-10,1645.00,1632.80,1647.45,1621.35,1632.80,1954233
3338,M&M,2024-01-11,1643.90,1628.65,1651.25,1625.85,1628.65,2228002
3339,M&M,2024-01-12,1630.00,1624.45,1633.85,1601.50,1624.45,3061539
3340,M&M,2024-01-15,1635.00,1635.55,1640.90,1616.10,1635.55,1405514
3341,M&M,2024-01-16,1638.00,1620.35,1640.00,1617.55,1620.35,2236688
3342,M&M,2024-01-17,1612.00,1597.70,1615.00,1591.00,1597.70,2548169
3343,M&M,2024-01-18,1600.00,1617.25,1623.30,1580.65,1617.25,2328588
3344,M&M,2024-01-19,1624.95,1655.55,1659.00,1622.25,1655.55,2836976
3345,M&M,2024-01-23,1619.00,1595.20,1647.60,1588.25,1595.20,2772880
3346,M&M,2024-01-24,1595.00,1628.10,1632.30,1575.00,1628.10,2543323
3347,M&M,2024-01-25,1631.60,1635.50,1642.75,1603.90,1635.50,2038472
3348,M&M,2024-01-29,1635.50,1640.00,1645.00,1625.00,1640.00,3075670
3349,M&M,2024-01-30,1649.95,1620.35,1659.50,1614.45,1620.35,2569098
3350,M&M,2024-01-31,1615.05,1651.55,1658.30,1609.05,1651.55,3154787
3351,M&M,2024-02-01,1659.25,1651.15,1702.60,1645.55,1651.15,4065784
3352,M&M,2024-02-02,1655.00,1660.75,1687.05,1650.00,1660.75,3304158
3353,M&M,2024-02-05,1676.70,1703.55,1712.85,1665.10,1703.55,3525423
3354,M&M,2024-02-06,1710.95,1727.65,1730.00,1706.00,1727.65,2219874
3355,M&M,2024-02-07,1731.45,1721.00,1752.00,1715.70,1721.00,1213661
3356,M&M,2024-02-08,1729.00,1685.90,1743.90,1675.55,1685.90,2550690
3357,M&M,2024-02-09,1686.00,1646.40,1689.75,1628.00,1646.40,2033950
3358,M&M,2024-02-12,1654.00,1660.45,1675.05,1640.55,1660.45,1197925
3359,M&M,2024-02-13,1670.00,1646.75,1679.40,1623.45,1646.75,2075130
3360,M&M,2024-02-14,1631.00,1657.05,1679.65,1623.90,1657.05,4368695
3361,M&M,2024-02-15,1681.05,1765.05,1784.90,1668.10,1765.05,9887134
3362,M&M,2024-02-16,1788.00,1835.55,1864.65,1776.85,1835.55,7188957
3363,M&M,2024-02-19,1836.05,1848.55,1856.45,1820.00,1848.55,2682236
3364,M&M,2024-02-20,1837.40,1853.65,1860.00,1820.50,1853.65,1830562
3365,M&M,2024-02-21,1849.90,1859.65,1889.70,1846.70,1859.65,4466234
3366,M&M,2024-02-22,1870.95,1910.35,1917.00,1853.00,1910.35,3360123
3367,M&M,2024-02-23,1926.35,1929.95,1947.85,1901.10,1929.95,3323441
3368,M&M,2024-02-26,1935.00,1929.80,1951.00,1925.20,1929.80,2436063
3369,M&M,2024-02-27,1926.00,1950.60,1956.95,1915.05,1950.60,2821465
3370,M&M,2024-02-28,1951.95,1901.65,1953.15,1897.05,1901.65,2010429
3371,M&M,2024-02-29,1902.85,1932.40,1950.90,1892.55,1932.40,5539065
3372,M&M,2024-03-01,1933.60,1972.95,1982.30,1930.50,1972.95,3384932
3373,M&M,2024-03-04,1967.00,1921.05,1974.95,1919.05,1921.05,1645331
3374,M&M,2024-03-05,1925.00,1939.25,1968.00,1923.05,1939.25,2208384
3375,M&M,2024-03-06,1945.00,1970.65,1979.90,1922.00,1970.65,1673183
3376,M&M,2024-03-07,1930.15,1897.55,1932.15,1884.30,1897.55,18323831
3377,M&M,2024-03-11,1913.00,1894.35,1913.70,1873.30,1894.35,3250782
3378,M&M,2024-03-12,1892.00,1895.15,1898.35,1876.65,1895.15,3186510
3379,M&M,2024-03-13,1896.00,1853.70,1901.40,1844.25,1853.70,4270994
3380,M&M,2024-03-14,1853.70,1890.55,1895.60,1844.60,1890.55,2388133
3381,M&M,2024-03-15,1875.00,1799.50,1882.10,1788.80,1799.50,5504948
3382,M&M,2024-03-18,1807.95,1856.05,1867.40,1801.05,1856.05,3404076
3383,M&M,2024-03-19,1856.05,1843.90,1865.00,1826.80,1843.90,2189225
3384,M&M,2024-03-20,1851.95,1844.40,1859.05,1820.55,1844.40,1550415
3385,M&M,2024-03-21,1859.95,1865.85,1875.00,1845.00,1865.85,2072960
3386,M&M,2024-03-22,1865.85,1878.80,1905.45,1847.25,1878.80,3786990
3387,M&M,2024-03-26,1878.20,1863.95,1917.50,1861.10,1863.95,4092744
3388,M&M,2024-03-27,1869.90,1881.15,1899.90,1855.30,1881.15,4196597
3389,M&M,2024-03-28,1881.15,1921.35,1962.95,1870.35,1921.35,3790854
3390,M&M,2024-04-01,1938.00,1915.95,1963.85,1891.80,1915.95,2765845
3391,M&M,2024-04-02,1915.95,1971.95,1977.50,1901.45,1971.95,3431715
3392,M&M,2024-04-03,1967.00,1989.30,2003.30,1956.20,1989.30,3615370
3393,M&M,2024-04-04,1999.00,2002.70,2015.00,1963.20,2002.70,3007920
3394,M&M,2024-04-05,1995.35,2013.30,2027.45,1992.25,2013.30,2767027
3395,M&M,2024-04-08,2018.00,2078.10,2087.00,2016.90,2078.10,2781568
3396,M&M,2024-04-09,2095.00,2090.90,2098.65,2070.10,2090.90,2853137
3397,M&M,2024-04-10,2098.45,2076.20,2108.60,2070.00,2076.20,2280814
3398,M&M,2024-04-12,2084.00,2070.95,2087.50,2051.65,2070.95,4008660
3399,M&M,2024-04-15,2055.25,2053.45,2083.90,2035.00,2053.45,2024919
3400,M&M,2024-04-16,2047.05,2031.30,2073.75,2027.75,2031.30,1981730
3401,M&M,2024-04-18,2031.30,2024.95,2087.00,2016.50,2024.95,3539862
