SD_SYMBOL_ID,SD_SYMBOL,SD_TRADE_DATE,SD_OPEN,SD_CLOSE,SD_HIGH,SD_LOW,SD_ADJ_CLOSE,SD_TXN_VOLUME
1007,BRITANNIA,2024-01-10,5111.00,5086.65,5143.65,5051.50,5086.65,191450
1008,BRITANNIA,2024-01-11,5102.90,5136.70,5186.40,5076.55,5136.70,277823
1009,BRITANNIA,2024-01-12,5149.00,5151.10,5250.40,5100.05,5151.10,462298
1010,BRITANNIA,2024-01-15,5159.95,5177.35,5228.00,5119.00,5177.35,400069
1011,BRITANNIA,2024-01-16,5168.40,5130.60,5218.00,5107.25,5130.60,203028
1012,BRITANNIA,2024-01-17,5115.05,5061.70,5135.25,5055.00,5061.70,270672
1013,BRITANNIA,2024-01-18,5061.00,5015.15,5077.95,4974.20,5015.15,514119
1014,BRITANNIA,2024-01-19,5029.00,5138.65,5169.65,5012.30,5138.65,329252
1015,BRITANNIA,2024-01-23,5166.40,5048.10,5189.85,4925.90,5048.10,491135
1016,BRITANNIA,2024-01-24,5048.10,5142.25,5173.65,5030.00,5142.25,611741
1017,BRITANNIA,2024-01-25,5150.00,5141.90,5236.55,5106.10,5141.90,342129
1018,BRITANNIA,2024-01-29,5142.00,5136.90,5219.50,5111.20,5136.90,275710
1019,BRITANNIA,2024-01-30,5163.30,5091.75,5192.90,5081.00,5091.75,146422
1020,BRITANNIA,2024-01-31,5091.75,5198.40,5220.00,5031.75,5198.40,549238
1021,BRITANNIA,2024-02-01,5196.05,5148.60,5201.95,5127.10,5148.60,344394
1022,BRITANNIA,2024-02-02,5166.75,5148.85,5209.00,5131.45,5148.85,176167
1023,BRITANNIA,2024-02-05,5169.90,5124.50,5239.75,5078.50,5124.50,231620
1024,BRITANNIA,2024-02-06,5124.50,5007.05,5125.00,4992.55,5007.05,336609
1025,BRITANNIA,2024-02-07,5140.00,5078.25,5183.90,4925.00,5078.25,1258830
1026,BRITANNIA,2024-02-08,5101.00,4875.55,5122.40,4833.15,4875.55,623680
1027,BRITANNIA,2024-02-09,4875.55,4971.50,4978.05,4860.05,4971.50,411953
1028,BRITANNIA,2024-02-12,4971.50,4970.20,4997.95,4940.75,4970.20,158487
1029,BRITANNIA,2024-02-13,4970.20,4981.60,5053.40,4940.20,4981.60,262011
1030,BRITANNIA,2024-02-14,4967.55,5010.65,5025.00,4950.00,5010.65,277479
1031,BRITANNIA,2024-02-15,5010.95,4950.55,5043.35,4932.85,4950.55,189625
1032,BRITANNIA,2024-02-16,4954.00,4913.70,4970.55,4894.75,4913.70,352139
1033,BRITANNIA,2024-02-19,4919.95,4925.25,4948.55,4886.65,4925.25,182521
1034,BRITANNIA,2024-02-20,4910.15,4921.15,4934.00,4879.10,4921.15,129279
1035,BRITANNIA,2024-02-21,4934.75,4923.00,4988.30,4888.00,4923.00,235932
1036,BRITANNIA,2024-02-22,4924.95,4956.95,4968.00,4860.00,4956.95,255308
1037,BRITANNIA,2024-02-23,4956.95,4936.35,4970.40,4912.10,4936.35,115910
1038,BRITANNIA,2024-02-26,4949.95,4901.90,4957.00,4891.60,4901.90,78084
1039,BRITANNIA,2024-02-27,4879.00,4904.35,4939.55,4879.00,4904.35,434014
1040,BRITANNIA,2024-02-28,4894.35,4887.80,4916.10,4867.20,4887.80,96877
1041,BRITANNIA,2024-02-29,4885.05,4965.20,4980.90,4828.85,4965.20,447941
1042,BRITANNIA,2024-03-01,4965.20,4927.70,4986.70,4914.15,4927.70,316277
1043,BRITANNIA,2024-03-04,4906.00,4838.90,4942.45,4833.50,4838.90,307520
1044,BRITANNIA,2024-03-05,4839.05,4825.65,4867.45,4811.00,4825.65,156956
1045,BRITANNIA,2024-03-06,4839.00,4880.75,4887.80,4788.75,4880.75,190965
1046,BRITANNIA,2024-03-07,4870.00,4889.15,4902.00,4835.10,4889.15,216747
1047,BRITANNIA,2024-03-11,4894.05,4937.40,4957.65,4871.10,4937.40,295000
1048,BRITANNIA,2024-03-12,4935.70,4869.15,4940.00,4852.80,4869.15,140625
1049,BRITANNIA,2024-03-13,4892.60,4856.65,4975.00,4822.00,4856.65,410729
1050,BRITANNIA,2024-03-14,4853.25,4938.90,4952.95,4783.00,4938.90,240217
1051,BRITANNIA,2024-03-18,4980.00,4980.00,5014.00,4960.00,4980.00,143928
1052,BRITANNIA,2024-03-19,4999.00,4816.95,4999.95,4800.00,4816.95,265081
1053,BRITANNIA,2024-03-20,4822.10,4802.90,4832.85,4760.00,4802.90,300159
1054,BRITANNIA,2024-03-21,4812.50,4806.70,4824.00,4767.80,4806.70,449591
1055,BRITANNIA,2024-03-22,4800.00,4865.00,4892.95,4784.90,4865.00,264787
1056,BRITANNIA,2024-03-26,4748.40,4961.45,4975.00,4740.70,4961.45,554559
1057,BRITANNIA,2024-03-27,4960.00,4920.20,4980.00,4880.00,4920.20,327107
1058,BRITANNIA,2024-03-28,4942.30,4911.25,4971.20,4864.60,4911.25,648795
1059,BRITANNIA,2024-04-01,4929.95,4895.20,4960.70,4883.75,4895.20,181877
1060,BRITANNIA,2024-04-02,4910.00,4899.95,4914.90,4870.00,4899.95,93480
1061,BRITANNIA,2024-04-03,4870.00,4834.60,4896.95,4806.00,4834.60,246246
1062,BRITANNIA,2024-04-04,4839.95,4813.60,4855.00,4780.60,4813.60,372526
1063,BRITANNIA,2024-04-05,4813.60,4813.05,4847.60,4791.60,4813.05,189143
1064,BRITANNIA,2024-04-08,4825.05,4826.80,4841.00,4781.00,4826.80,235219
1065,BRITANNIA,2024-04-09,4850.00,4794.70,4850.00,4783.40,4794.70,180114
1066,BRITANNIA,2024-04-10,4818.50,4808.70,4818.55,4747.55,4808.70,509880
1067,BRITANNIA,2024-04-12,4818.00,4751.75,4820.85,4745.00,4751.75,620568
1068,BRITANNIA,2024-04-15,4745.00,4761.90,4777.10,4692.85,4761.90,421873
1069,BRITANNIA,2024-04-16,4748.00,4740.70,4772.50,4691.30,4740.70,516581
1070,BRITANNIA,2024-04-18,4745.00,4695.00,4758.70,4666.60,4695.00,670722
1071,BRITANNIA,2024-04-19,4682.05,4668.30,4698.00,4641.00,4668.30,424834
1072,BRITANNIA,2024-04-22,4673.90,4753.30,4763.90,4662.30,4753.30,321925
1073,BRITANNIA,2024-04-23,4756.00,4797.80,4812.00,4723.05,4797.80,279440
1074,BRITANNIA,2024-04-24,4797.00,4828.95,4840.00,4781.00,4828.95,412282
1075,BRITANNIA,2024-04-25,4816.15,4844.15,4859.00,4747.50,4844.15,509266
1076,BRITANNIA,2024-04-26,4844.05,4800.45,4861.00,4793.00,4800.45,205462
1077,BRITANNIA,2024-04-29,4815.00,4799.85,4825.60,4776.00,4799.85,147362
1078,BRITANNIA,2024-04-30,4799.00,4775.95,4825.00,4765.10,4775.95,489132
1079,BRITANNIA,2024-05-02,4789.95,4759.65,4812.00,4750.05,4759.65,356664
1080,BRITANNIA,2024-05-03,4781.10,4744.60,4781.10,4707.90,4744.60,262493
1081,BRITANNIA,2024-05-06,4818.95,5061.60,5205.45,4802.20,5061.60,2837757
1082,BRITANNIA,2024-05-07,5057.95,5173.85,5219.90,5048.80,5173.85,1156073
1083,BRITANNIA,2024-05-08,5151.00,5228.40,5248.45,5123.85,5228.40,323414
1084,BRITANNIA,2024-05-09,5228.05,5070.10,5248.00,5045.00,5070.10,379667
1085,BRITANNIA,2024-05-10,5070.10,5066.80,5118.20,4971.75,5066.80,223289
1086,BRITANNIA,2024-05-13,5074.95,5130.55,5170.00,5055.00,5130.55,323879
1087,BRITANNIA,2024-05-14,5130.55,5140.80,5161.50,5035.00,5140.80,205585
1088,BRITANNIA,2024-05-15,5149.55,5064.00,5164.75,5053.45,5064.00,166198
1089,BRITANNIA,2024-05-16,5064.15,5137.75,5150.00,5017.50,5137.75,312988
1090,BRITANNIA,2024-05-17,5139.90,5086.80,5139.90,5065.00,5086.80,116594
1091,BRITANNIA,2024-05-21,5046.00,5178.10,5191.00,5045.05,5178.10,376474
1092,BRITANNIA,2024-05-22,5219.80,5267.40,5302.50,5195.00,5267.40,748236
1093,BRITANNIA,2024-05-23,5261.15,5281.15,5293.75,5187.90,5281.15,423256
1094,BRITANNIA,2024-05-24,5260.10,5240.70,5285.15,5219.00,5240.70,268208
1095,BRITANNIA,2024-05-27,5265.00,5212.25,5265.00,5127.25,5212.25,329998
1096,BRITANNIA,2024-05-28,5209.00,5250.55,5285.40,5180.55,5250.55,259151
1097,BRITANNIA,2024-05-29,5202.00,5229.80,5268.00,5200.00,5229.80,286144
1098,BRITANNIA,2024-05-30,5202.10,5198.55,5242.10,5173.00,5198.55,357619
1099,BRITANNIA,2024-05-31,5208.00,5179.80,5221.00,5110.65,5179.80,651525
1100,BRITANNIA,2024-06-03,5300.00,5167.80,5300.00,5160.00,5167.80,199328
1101,BRITANNIA,2024-06-04,5205.55,5325.10,5414.40,5127.05,5325.10,989039
1102,BRITANNIA,2024-06-05,5325.10,5486.65,5725.00,5325.00,5486.65,1188965
1103,BRITANNIA,2024-06-06,5465.00,5440.45,5514.10,5311.45,5440.45,629293
1104,BRITANNIA,2024-06-07,5431.65,5463.55,5470.00,5395.00,5463.55,226777
1105,BRITANNIA,2024-06-10,5465.00,5488.40,5560.75,5406.10,5488.40,306665
1106,BRITANNIA,2024-06-11,5500.00,5517.75,5606.75,5500.00,5517.75,476899
1107,BRITANNIA,2024-06-12,5550.55,5439.30,5568.00,5431.00,5439.30,279376
1108,BRITANNIA,2024-06-13,5439.60,5379.45,5449.95,5341.70,5379.45,434594
1109,BRITANNIA,2024-06-14,5397.55,5393.65,5450.00,5375.60,5393.65,149569
1110,CIPLA,2024-01-01,1252.45,1251.00,1256.80,1246.70,1251.00,343584
1111,CIPLA,2024-01-02,1255.10,1281.55,1285.00,1252.10,1281.55,2589484
1112,CIPLA,2024-01-03,1291.00,1300.15,1307.00,1274.05,1300.15,2357093
1113,CIPLA,2024-01-04,1304.00,1296.65,1308.00,1286.65,1296.65,1248143
1114,CIPLA,2024-01-05,1300.00,1286.90,1301.55,1276.15,1286.90,1013196
1115,CIPLA,2024-01-08,1296.65,1271.75,1297.00,1266.20,1271.75,740848
1116,CIPLA,2024-01-09,1284.00,1289.35,1295.00,1273.40,1289.35,1133466
1117,CIPLA,2024-01-10,1296.00,1329.20,1331.50,1294.30,1329.20,3625567
1118,CIPLA,2024-01-11,1339.85,1325.65,1340.00,1323.05,1325.65,1097204
1119,CIPLA,2024-01-12,1324.20,1308.00,1325.65,1300.40,1308.00,2051301
1120,CIPLA,2024-01-15,1316.00,1313.15,1327.75,1306.60,1313.15,762036
1121,CIPLA,2024-01-16,1313.15,1302.35,1314.40,1298.25,1302.35,1030845
1122,CIPLA,2024-01-17,1299.35,1294.00,1312.90,1282.10,1294.00,2073596
1123,CIPLA,2024-01-18,1285.05,1322.95,1327.20,1267.90,1322.95,1723297
1124,CIPLA,2024-01-19,1330.95,1327.95,1330.95,1316.60,1327.95,1135846
1125,CIPLA,2024-01-23,1385.00,1409.00,1425.00,1368.70,1409.00,7556815
1126,CIPLA,2024-01-24,1409.00,1417.35,1423.05,1394.85,1417.35,1808713
1127,CIPLA,2024-01-25,1413.35,1369.65,1413.45,1353.50,1369.65,1801468
1128,CIPLA,2024-01-29,1365.00,1336.85,1365.00,1325.30,1336.85,2480508
1129,CIPLA,2024-01-30,1345.00,1317.10,1352.00,1314.15,1317.10,1908926
1130,CIPLA,2024-01-31,1317.10,1351.00,1352.90,1312.00,1351.00,1723379
1131,CIPLA,2024-02-01,1359.70,1387.65,1394.85,1352.05,1387.65,2784507
1132,CIPLA,2024-02-02,1387.00,1392.65,1404.70,1385.00,1392.65,1161705
1133,CIPLA,2024-02-05,1400.65,1433.90,1447.00,1394.30,1433.90,2369316
1134,CIPLA,2024-02-06,1444.85,1425.45,1445.90,1412.55,1425.45,979752
1135,CIPLA,2024-02-07,1436.00,1438.75,1444.50,1420.85,1438.75,890299
1136,CIPLA,2024-02-08,1448.00,1420.20,1457.70,1417.65,1420.20,1447767
1137,CIPLA,2024-02-09,1428.10,1439.75,1447.55,1417.05,1439.75,1215784
1138,CIPLA,2024-02-12,1440.00,1434.75,1452.75,1425.00,1434.75,453460
1139,CIPLA,2024-02-13,1439.00,1457.75,1463.55,1430.00,1457.75,981536
1140,CIPLA,2024-02-14,1454.80,1425.35,1454.80,1410.45,1425.35,1113254
1141,CIPLA,2024-02-15,1425.35,1422.35,1437.95,1412.00,1422.35,1402161
1142,CIPLA,2024-02-16,1430.00,1440.70,1449.00,1425.90,1440.70,857301
1143,CIPLA,2024-02-19,1444.95,1470.35,1473.60,1438.95,1470.35,888909
1144,CIPLA,2024-02-20,1475.00,1451.65,1479.00,1436.00,1451.65,1550412
1145,CIPLA,2024-02-21,1452.00,1447.30,1462.50,1433.45,1447.30,1074054
1146,CIPLA,2024-02-22,1455.55,1453.30,1456.00,1420.55,1453.30,1582836
1147,CIPLA,2024-02-23,1456.15,1466.40,1482.35,1449.75,1466.40,1308103
1148,CIPLA,2024-02-26,1473.50,1469.85,1481.20,1461.55,1469.85,898290
1149,CIPLA,2024-02-27,1473.45,1487.45,1491.00,1469.70,1487.45,1231196
1150,CIPLA,2024-02-28,1491.45,1477.00,1493.95,1470.00,1477.00,1083605
1151,CIPLA,2024-02-29,1475.95,1480.35,1490.00,1451.40,1480.35,4923680
1152,CIPLA,2024-03-01,1494.00,1470.90,1494.00,1460.00,1470.90,1982189
1153,CIPLA,2024-03-04,1483.00,1471.50,1495.30,1469.75,1471.50,1147249
1154,CIPLA,2024-03-05,1465.15,1473.45,1479.70,1452.80,1473.45,1306046
1155,CIPLA,2024-03-06,1476.00,1485.25,1489.90,1448.15,1485.25,1158132
1156,CIPLA,2024-03-07,1485.25,1483.15,1490.45,1475.50,1483.15,1569074
1157,CIPLA,2024-03-11,1493.00,1504.10,1519.00,1488.55,1504.10,2183994
1158,CIPLA,2024-03-12,1512.00,1465.75,1514.00,1460.00,1465.75,1855916
1159,CIPLA,2024-03-13,1470.00,1471.25,1479.00,1449.00,1471.25,1720173
1160,CIPLA,2024-03-14,1467.10,1496.65,1501.45,1454.35,1496.65,1748907
1161,CIPLA,2024-03-15,1494.80,1488.05,1496.20,1466.05,1488.05,1537072
1162,CIPLA,2024-03-18,1489.00,1488.45,1495.85,1471.00,1488.45,996530
1163,CIPLA,2024-03-19,1482.55,1435.70,1486.80,1431.10,1435.70,1647925
1164,CIPLA,2024-03-20,1435.80,1417.40,1444.90,1415.60,1417.40,1728210
1165,CIPLA,2024-03-21,1427.00,1448.70,1455.10,1420.20,1448.70,1699939
1166,CIPLA,2024-03-22,1453.00,1481.25,1489.60,1451.05,1481.25,1746930
1167,CIPLA,2024-03-26,1473.00,1472.25,1481.25,1460.00,1472.25,1635695
1168,CIPLA,2024-03-27,1484.00,1463.35,1496.00,1458.00,1463.35,1642266
1169,CIPLA,2024-03-28,1472.00,1496.95,1514.20,1461.15,1496.95,2110407
1170,CIPLA,2024-04-01,1510.00,1498.65,1510.00,1493.80,1498.65,563831
1171,CIPLA,2024-04-02,1502.90,1489.40,1502.90,1483.30,1489.40,614238
1172,CIPLA,2024-04-03,1493.35,1471.50,1501.55,1467.00,1471.50,1465540
1173,CIPLA,2024-04-04,1479.00,1459.55,1481.20,1445.10,1459.55,1474799
1174,CIPLA,2024-04-05,1439.00,1449.40,1474.00,1437.50,1449.40,1211684
1175,CIPLA,2024-04-08,1457.15,1462.45,1472.85,1449.40,1462.45,1039235
1176,CIPLA,2024-04-09,1467.75,1450.30,1470.00,1447.10,1450.30,1225255
1177,CIPLA,2024-04-10,1453.15,1422.95,1455.30,1406.00,1422.95,2493253
1178,CIPLA,2024-04-12,1423.00,1396.80,1424.85,1388.00,1396.80,2190583
1179,CIPLA,2024-04-15,1389.95,1381.40,1399.00,1375.55,1381.40,1125072
1180,CIPLA,2024-04-16,1385.00,1375.20,1391.95,1371.55,1375.20,1433760
1181,CIPLA,2024-04-18,1376.00,1347.30,1383.65,1342.40,1347.30,2974196
1182,CIPLA,2024-04-19,1347.00,1345.75,1357.70,1335.00,1345.75,1173025
1183,CIPLA,2024-04-22,1350.25,1354.85,1361.95,1348.00,1354.85,974434
1184,CIPLA,2024-04-23,1369.75,1346.70,1369.75,1344.50,1346.70,1031497
1185,CIPLA,2024-04-24,1353.45,1398.20,1401.90,1352.20,1398.20,4415480
1186,CIPLA,2024-04-25,1407.00,1406.20,1410.45,1384.10,1406.20,2027213
1187,CIPLA,2024-04-26,1413.10,1409.15,1417.20,1401.25,1409.15,695034
1188,CIPLA,2024-04-29,1419.00,1408.00,1420.10,1392.40,1408.00,1082487
1189,CIPLA,2024-04-30,1415.05,1400.00,1418.95,1395.05,1400.00,1327606
1190,CIPLA,2024-05-02,1400.00,1420.05,1426.00,1398.15,1420.05,1540210
1191,CIPLA,2024-05-03,1428.00,1424.75,1434.00,1415.20,1424.75,804513
1192,CIPLA,2024-05-06,1431.00,1423.40,1431.85,1405.05,1423.40,929301
1193,CIPLA,2024-05-07,1423.40,1387.20,1428.85,1377.75,1387.20,1085239
1194,CIPLA,2024-05-08,1375.05,1384.75,1398.15,1375.05,1384.75,1497782
1195,CIPLA,2024-05-09,1387.85,1358.80,1392.20,1353.00,1358.80,1152636
1196,CIPLA,2024-05-10,1371.35,1339.55,1396.90,1317.25,1339.55,5080539
1197,CIPLA,2024-05-13,1371.00,1414.65,1425.95,1369.55,1414.65,7910590
1198,CIPLA,2024-05-14,1410.00,1357.35,1410.00,1350.10,1357.35,3721994
1199,CIPLA,2024-05-15,1395.00,1406.70,1428.45,1386.70,1406.70,7893092
1200,CIPLA,2024-05-16,1409.00,1421.10,1425.90,1387.30,1421.10,3226214
1201,CIPLA,2024-05-17,1417.10,1399.05,1419.90,1396.40,1399.05,3443452
1202,CIPLA,2024-05-21,1410.00,1442.30,1445.95,1396.40,1442.30,2939271
1203,CIPLA,2024-05-22,1450.95,1482.30,1494.80,1437.25,1482.30,4216347
1204,CIPLA,2024-05-23,1482.00,1489.15,1504.55,1462.70,1489.15,4389470
1205,CIPLA,2024-05-24,1489.15,1486.45,1493.90,1479.05,1486.45,758326
1206,CIPLA,2024-05-27,1491.00,1478.65,1492.55,1475.20,1478.65,1393334
1207,CIPLA,2024-05-28,1482.95,1479.45,1494.75,1475.20,1479.45,784496
1208,CIPLA,2024-05-29,1475.25,1493.55,1497.60,1472.60,1493.55,1607691
1209,CIPLA,2024-05-30,1495.05,1466.60,1496.55,1454.00,1466.60,1732140
1210,CIPLA,2024-05-31,1466.95,1447.20,1472.70,1440.00,1447.20,3270743
1211,CIPLA,2024-06-03,1482.00,1452.35,1483.00,1446.05,1452.35,1335614
1212,CIPLA,2024-06-04,1460.00,1462.55,1476.95,1418.55,1462.55,2049577
1213,CIPLA,2024-06-05,1490.00,1496.95,1514.00,1466.85,1496.95,1834280
1214,CIPLA,2024-06-06,1500.00,1477.00,1501.00,1464.00,1477.00,1605122
1215,CIPLA,2024-06-07,1484.00,1497.25,1503.40,1479.30,1497.25,1591055
1216,CIPLA,2024-06-10,1506.90,1534.25,1540.85,1502.00,1534.25,2751606
1217,CIPLA,2024-06-11,1545.00,1530.25,1546.45,1527.00,1530.25,1699446
1218,CIPLA,2024-06-12,1542.45,1540.95,1549.00,1532.00,1540.95,1578793
1219,CIPLA,2024-06-13,1550.00,1544.55,1551.00,1520.40,1544.55,1525789
1220,CIPLA,2024-06-14,1545.00,1564.75,1567.00,1535.80,1564.75,1845043
1221,COALINDIA,2024-01-01,377.80,381.80,386.80,377.45,377.45,11124690
1222,COALINDIA,2024-01-02,387.40,392.65,395.85,384.25,388.18,28363847
1223,COALINDIA,2024-01-03,394.80,384.55,394.80,383.85,380.17,12903439
1224,COALINDIA,2024-01-04,387.80,384.75,389.80,383.90,380.37,11039940
1225,COALINDIA,2024-01-05,386.80,384.25,388.50,382.50,379.87,8369460
1226,COALINDIA,2024-01-08,386.45,380.40,388.65,379.25,376.07,9424716
1227,COALINDIA,2024-01-09,383.65,385.35,387.95,382.10,380.96,9473743
1228,COALINDIA,2024-01-10,385.85,382.05,385.85,375.85,377.70,9670366
1229,COALINDIA,2024-01-11,385.50,384.35,388.90,383.30,379.97,9163771
1230,COALINDIA,2024-01-12,385.80,381.10,385.80,379.55,376.76,7471050
1231,COALINDIA,2024-01-15,382.50,384.65,387.90,381.40,380.27,7490747
1232,COALINDIA,2024-01-16,385.40,381.90,386.95,377.05,377.55,10165133
1233,COALINDIA,2024-01-17,381.80,379.65,385.35,377.20,375.33,10996538
1234,COALINDIA,2024-01-18,380.80,375.65,382.55,368.00,371.37,12493835
1235,COALINDIA,2024-01-19,380.65,383.25,384.90,379.10,378.89,15893456
1236,COALINDIA,2024-01-23,403.50,375.30,404.80,373.65,371.03,16406737
1237,COALINDIA,2024-01-24,379.80,382.60,387.80,374.25,378.24,22938994
1238,COALINDIA,2024-01-25,386.80,389.40,391.70,385.35,384.97,13440949
1239,COALINDIA,2024-01-29,392.90,412.80,414.70,391.50,408.10,27149058
1240,COALINDIA,2024-01-30,415.75,402.55,415.80,401.60,397.97,14159072
1241,COALINDIA,2024-01-31,405.05,406.15,409.15,400.40,401.52,23750822
1242,COALINDIA,2024-02-01,408.80,406.70,411.90,402.50,402.07,8862155
1243,COALINDIA,2024-02-02,410.80,419.80,422.90,409.65,415.02,25177075
1244,COALINDIA,2024-02-05,423.25,440.25,450.00,417.10,435.24,31418925
1245,COALINDIA,2024-02-06,444.80,448.65,451.00,437.25,443.54,13386526
1246,COALINDIA,2024-02-07,454.00,452.65,460.55,447.80,447.50,14430152
1247,COALINDIA,2024-02-08,454.80,459.20,468.60,450.00,453.97,18790158
1248,COALINDIA,2024-02-09,462.20,456.20,463.80,435.65,451.00,17472069
1249,COALINDIA,2024-02-12,457.00,432.80,457.45,430.05,427.87,19472346
1250,COALINDIA,2024-02-13,443.80,452.35,457.85,434.00,447.20,35665854
1251,COALINDIA,2024-02-14,451.65,466.35,468.00,443.00,461.04,18592696
1252,COALINDIA,2024-02-15,469.00,476.85,481.25,467.55,471.42,18501875
1253,COALINDIA,2024-02-16,482.40,480.00,487.60,477.50,474.53,14513583
1254,COALINDIA,2024-02-19,482.80,461.00,487.45,455.45,455.75,19798448
1255,COALINDIA,2024-02-20,457.95,446.50,457.95,441.00,446.50,27899165
1256,COALINDIA,2024-02-21,450.95,432.95,450.95,431.00,432.95,19032050
1257,COALINDIA,2024-02-22,438.00,445.15,448.00,427.95,445.15,22083710
1258,COALINDIA,2024-02-23,448.00,443.90,449.60,441.65,443.90,9625544
1259,COALINDIA,2024-02-26,443.90,442.30,447.25,440.55,442.30,7570244
1260,COALINDIA,2024-02-27,442.30,441.40,445.30,435.05,441.40,8343526
1261,COALINDIA,2024-02-28,440.30,434.20,442.85,430.35,434.20,8893614
1262,COALINDIA,2024-02-29,444.00,436.70,444.00,429.65,436.70,11711699
1263,COALINDIA,2024-03-01,438.00,446.35,448.80,438.00,446.35,8411615
1264,COALINDIA,2024-03-04,451.85,455.40,458.00,448.05,455.40,11977226
1265,COALINDIA,2024-03-05,456.00,460.65,461.75,453.55,460.65,9605493
1266,COALINDIA,2024-03-06,462.45,461.60,464.95,444.55,461.60,14061966
1267,COALINDIA,2024-03-07,461.60,458.60,465.40,456.05,458.60,9680802
1268,COALINDIA,2024-03-11,461.00,453.90,462.85,452.40,453.90,7824738
1269,COALINDIA,2024-03-12,453.90,449.30,455.80,446.70,449.30,8409613
1270,COALINDIA,2024-03-13,449.30,417.05,449.90,410.00,417.05,17803423
1271,COALINDIA,2024-03-14,419.00,427.70,428.85,412.20,427.70,20478918
1272,COALINDIA,2024-03-15,427.70,415.25,428.05,401.20,415.25,25435001
1273,COALINDIA,2024-03-18,416.00,421.85,423.50,413.55,421.85,9803914
1274,COALINDIA,2024-03-19,417.00,419.05,424.60,414.00,419.05,8373676
1275,COALINDIA,2024-03-20,419.80,419.50,422.80,412.70,419.50,6950340
1276,COALINDIA,2024-03-21,424.00,432.05,433.55,423.15,432.05,9911230
1277,COALINDIA,2024-03-22,430.90,431.95,436.20,428.30,431.95,9172888
1278,COALINDIA,2024-03-26,433.80,435.95,440.95,430.90,435.95,9389403
1279,COALINDIA,2024-03-27,439.80,429.45,439.80,426.05,429.45,17985246
1280,COALINDIA,2024-03-28,430.00,434.10,438.45,430.00,434.10,10332853
1281,COALINDIA,2024-04-01,436.70,442.05,443.80,434.80,442.05,7256592
1282,COALINDIA,2024-04-02,442.05,443.20,448.30,436.05,443.20,11530800
1283,COALINDIA,2024-04-03,443.20,445.50,447.00,440.90,445.50,6972648
1284,COALINDIA,2024-04-04,450.00,448.85,453.50,442.55,448.85,14743020
1285,COALINDIA,2024-04-05,448.75,446.95,448.85,444.00,446.95,4820138
1286,COALINDIA,2024-04-08,449.00,447.40,450.45,444.55,447.40,3980972
1287,COALINDIA,2024-04-09,448.70,439.85,450.30,437.25,439.85,8005012
1288,COALINDIA,2024-04-10,442.55,456.35,458.60,442.10,456.35,15825331
1289,COALINDIA,2024-04-12,455.00,455.60,463.45,452.55,455.60,11259294
1290,COALINDIA,2024-04-15,448.95,451.00,455.80,441.10,451.00,7680715
1291,COALINDIA,2024-04-16,449.00,453.20,456.40,446.35,453.20,4996845
1292,COALINDIA,2024-04-18,454.95,438.60,456.80,435.15,438.60,10945138
1293,COALINDIA,2024-04-19,436.00,435.30,438.60,428.05,435.30,7628287
1294,COALINDIA,2024-04-22,440.90,442.95,444.50,438.00,442.95,6396926
1295,COALINDIA,2024-04-23,445.75,440.95,445.75,439.25,440.95,5390120
1296,COALINDIA,2024-04-24,441.55,443.85,448.70,441.15,443.85,6538090
1297,COALINDIA,2024-04-25,443.00,452.45,454.00,441.75,452.45,10858594
1298,COALINDIA,2024-04-26,454.00,455.80,460.45,452.20,455.80,7209435
1299,COALINDIA,2024-04-29,458.70,453.25,458.70,450.55,453.25,5305655
1300,COALINDIA,2024-04-30,456.40,454.30,458.40,452.05,454.30,6021793
1301,COALINDIA,2024-05-02,457.55,453.90,459.55,449.40,453.90,14980896
1302,COALINDIA,2024-05-03,457.90,474.60,475.80,449.40,474.60,51071947
1303,COALINDIA,2024-05-06,479.00,460.60,481.45,444.05,460.60,36408390
1304,COALINDIA,2024-05-07,463.00,456.00,469.50,452.85,456.00,13728379
1305,COALINDIA,2024-05-08,456.70,464.45,471.40,455.10,464.45,16978094
1306,COALINDIA,2024-05-09,465.35,443.50,467.70,441.35,443.50,15601338
1307,COALINDIA,2024-05-10,447.20,449.40,451.15,440.25,449.40,9190621
1308,COALINDIA,2024-05-13,451.25,444.00,451.80,434.70,444.00,11107909
1309,COALINDIA,2024-05-14,446.70,448.70,450.65,445.10,448.70,6592194
1310,COALINDIA,2024-05-15,450.00,467.85,470.00,449.50,467.85,23543942
1311,COALINDIA,2024-05-16,468.65,468.30,475.00,457.85,468.30,17232651
1312,COALINDIA,2024-05-17,469.05,470.25,473.70,466.80,470.25,10625019
1313,COALINDIA,2024-05-21,469.70,490.65,493.90,469.70,490.65,27356982
1314,COALINDIA,2024-05-22,494.50,501.70,507.35,491.60,501.70,28346931
1315,COALINDIA,2024-05-23,503.40,497.30,503.80,492.10,497.30,14378840
1316,COALINDIA,2024-05-24,495.95,501.00,505.40,489.15,501.00,12190536
1317,COALINDIA,2024-05-27,502.95,494.45,503.00,490.75,494.45,8811105
1318,COALINDIA,2024-05-28,496.00,487.65,496.20,484.10,487.65,8165238
1319,COALINDIA,2024-05-29,482.10,486.45,491.90,482.10,486.45,8014727
1320,COALINDIA,2024-05-30,486.00,482.15,487.95,479.50,482.15,7725080
1321,COALINDIA,2024-05-31,484.40,491.20,493.10,479.00,491.20,11223848
1322,COALINDIA,2024-06-03,515.00,512.35,527.40,505.55,512.35,24416215
